PLAsTiCC_obj_id,g_pk_time,r_pk_time,i_pk_time,z_pk_time,y_pk_time,g_pk_mag,r_pk_mag,i_pk_mag,z_pk_mag,y_pk_mag,g_a1,g_a2,r_a1,r_a2,i_a1,i_a2,z_a1,z_a2,y_a1,y_a2,g_std_time,r_std_time,i_std_time,z_std_time,y_std_time,g_std_mag,r_std_mag,i_std_mag,z_std_mag,y_std_mag,g_std_a1,g_std_a2,r_std_a1,r_std_a2,i_std_a1,i_std_a2,z_std_a1,z_std_a2,y_std_a1,y_std_a2,type,photo_z
126861,,60624.93674,60627.61386,60630.18168,60626.68504,,-19.340995,-19.919517,-19.750312,-19.567958,,,-7.741235985,0.526071559,-4.890160241,0.859440121,-1.115921743,0.844241313,0.723832295,0.130574447,,6.896796701,0.689765721,1.068721783,2.332097721,,0.122659412,14.00549996,4.773067862,3.526609722,,,0.820325145,0.276084186,0.318979184,0.155521479,0.301487834,0.155157061,0.555238644,0.338816017,SN Ia,0.768
290944,,,60546.92224,60551.6398,,,,-19.91656,-20.29827,,,,,,-9.149124127,1.273077433,-3.1584776,1.61722091,,,,,1.067762599,3.24885271,,,,8.318651519,0.06747484,,,,,,0.431760047,0.212965017,0.40109847,0.20048148,,,SN Ia,1.151
226367,60228.4968,60234.7116,60236.92167,,,-18.771784,-18.473301,-18.059791,,,-10,-0.9641286,-6.9396574,0.36399524,-3.444669369,0.719003358,,,,,0.73437445,0.86955478,0.613791746,,,0.03500242,0.04311082,1.257139307,,,0,0.35471874,0.69110017,0.23428098,0.28405607,0.137558272,,,,,SN II,0.638
301183,59839.9365,59844.4384,59845.9612,59845.9282,59846.2008,-19.338426,-19.979165,-19.835965,-19.843996,-19.694177,-7.6133149,-0.0206143,-5.4356629,0.75270209,-1.4361124,0.75831808,0.44232027,0.04125647,1.89256868,-0.3631845,0.85919091,0.32180193,0.31680085,0.38016099,0.88577246,0.01571868,0.0110465,0.01228463,0.01546962,0.03677603,0.8300008,0.295622,0.27175119,0.14724876,0.15669718,0.0878077,0.15061482,0.09447652,0.29345996,0.20811359,SN Ia,0.495
208007,,60618.83637,60621.3915,60623.38112,60621.2367,,-19.204015,-19.831161,-19.621178,-19.853227,,,-7.492273549,0.520850617,-4.5362857,0.78810542,-0.940284006,0.770357456,0.854089129,0.082242309,,0.669404818,0.90796724,0.769608783,1.907740251,,2.583434301,0.03294841,0.557681182,0.886257395,,,0.788708462,0.267800274,0.30940346,0.14972744,0.293125568,0.151077422,0.537214902,0.327525275,SN Ia,0.734
134965,59887.92695,59888.325,59891.44829,59892.08909,59892.98695,-17.183577,-18.162975,-18.630755,-18.914421,-19.012076,-6.136323674,0.163166813,-1.48567918,0.613465735,0.726957831,0.582914486,1.733949816,0.275723829,2.96038523,-0.173524094,0.854747523,0,0.374985198,0.377419156,0.788651819,0.045472799,0.018329427,0.016294767,0.018452952,0.041682682,1.26542037,0.279228229,0.254502657,0.151068436,0.151666474,0.09296333,0.148905022,0.099315316,0.266878875,0.195889666,SN Ibc,0.383
122204,60241.13459,60245.8592,60247.84391,,,-18.66788,-18.525005,-18.148767,,,-7.460558957,-0.033496108,-5.847696519,0.344416928,-2.744082102,0.650961122,,,,,2.535771186,0,0.579244135,,,6.059935874,0.039626427,0.557538444,,,1.748637335,0.354969171,0.536224002,0.226330126,0.268114711,0.129311404,,,,,SN II,0.575
84143,60614.6893,60623.1033,60623.1033,60623.1033,60621.87551,-17.639797,-17.351315,-17.423529,-17.569704,-17.584457,-3.105240671,-1.055797614,1.399459557,1.093766861,3.333071811,0.802093416,3.394914801,0.282198528,3.631308204,-0.344913515,0,0,0,0,0.87762034,0.012913544,0.010345214,0.012724839,0.016028422,0.035471989,0.413015946,0.174960459,0.246976035,0.108250888,0.136910751,0.071758262,0.145496557,0.084182657,0.25424012,0.157860111,SN II,0.202
218133,59823.92173,59828.03977,59829.8802,59840.6252,,-18.225268,-18.20713,-18.418365,-18.074191,,-7.332859816,-0.010444741,-5.801442241,0.469765509,-1.3204351,0.37750327,0.21212783,0.35941527,,,2.515231149,0.558004229,0,0,,4.954827651,0.762774723,0.06335475,0.10205267,,1.650748986,0.33929406,0.618300567,0.222293774,0.23845874,0.12015676,0.24463732,0.12886678,,,SN II,0.535
327924,59827.30256,59833.039,59834.1058,59836.0766,59833.32263,-18.232845,-19.485217,-19.463781,-19.462651,-19.460057,-7.561747779,-0.053222481,-7.930127,0.08702723,-3.669583,0.47703258,-0.4422376,0.45569151,1.335871279,-0.095702022,2.744576508,0.28419149,0.58943293,0.84129664,1.68727782,5.554110989,0.01755304,0.02130399,0.02561516,0.697427295,1.83362756,0.368598032,0.5995633,0.20896519,0.26022676,0.12552966,0.22545343,0.12467673,0.472725513,0.28765581,SN Ia,0.609
275062,60122.90168,60122.1586,60126.5803,60126.2097,60125.25476,-19.332401,-19.907669,-19.809036,-19.934513,-19.643078,-7.210539061,0.009386353,-5.4600465,0.46821888,-1.8223161,0.5154096,0.29844711,0.25088335,1.750775706,-0.248378035,3.265486561,2.3814234,1.16557953,1.81048602,1.507228902,9.459635749,0.05515886,0.01657049,0.02318258,1.237668921,1.570495039,0.326335088,0.42079431,0.20816509,0.23389344,0.10983373,0.23526272,0.10918562,0.420816137,0.25564834,SN Ia,0.501
84604,60546.64614,60545.39958,60549.24005,60554.83296,60549.4415,-15.497537,-17.002171,-17.175922,-17.327926,-17.179693,-6.035066201,0.160299966,-1.446268336,0.389682719,1.13765513,0.31455914,1.814134784,-0.311550932,2.793546307,-0.596719065,1.753163468,0.514622444,0.836706453,0.61692293,7.862115309,5.218736927,0.024038974,0.026472081,0.040955293,0.14428305,1.045455493,0.243370686,0.282881468,0.15685293,0.181620999,0.087187595,0.190114925,0.100458244,0.314230375,0.191057383,SN Ibc,0.241
14462,,59835.67688,59840.67015,59840.48047,59841.19652,,-19.179747,-19.884614,-19.882768,-19.82529,,,-8.437758798,0.522563965,-5.954152838,0.938884087,-1.59470503,1.049740162,0.399486929,0.273335041,,2.904875045,1.244330076,2.351091751,2.146093505,,0.087199847,0.035204158,0.046503646,0.694960023,,,0.899864203,0.295320478,0.341251027,0.165520548,0.31970733,0.163959488,0.602090453,0.368793833,SN Ia,0.86
67964,60531.50283,60536.57643,60538.69737,,,-18.752154,-18.284708,-17.77462,,,-7.573195684,-0.055541457,-6.551225751,0.462148615,-3.166588582,0.692049669,,,,,2.653389894,1.43784636,0.599981305,,,7.916510136,0.048171992,2.234232103,,,1.843753275,0.37022073,0.680373179,0.237862759,0.27764753,0.134246405,,,,,SN II,0.613
21431,,,59762.27033,,,,,-19.667604,,,,,,,-7.414141009,1.078177358,,,,,,,1.855993011,,,,,0.059828966,,,,,,,0.383613112,0.18795533,,,,,SN Ia,0.993
251171,,60565.905,60570.8537,60568.4855,60571.34125,,-19.734949,-20.195715,-20.17517,-20.015414,,,-8.7690763,0.4609787,-5.8317408,1.0449432,-1.6140928,1.02843453,0.357787543,0.265525751,,1.96952558,1.32983927,2.6998839,2.152581522,,0.08310066,0.03584927,0.05372936,0.699639904,,,0.88981781,0.29571065,0.33689407,0.16352455,0.31825242,0.16378688,0.606906844,0.370632343,SN Ia,0.863
134267,59849.37505,59851.29043,59852.94762,59854.038,,-16.109129,-16.810872,-17.226678,-17.375053,,-6.475332428,0.11032752,-4.124215868,0.109735549,-0.289401045,0.227660926,1.020099457,-0.196707577,,,1.941550599,0.664958307,0.992427653,2.162431166,,5.917503338,0.045386223,0.039062146,0.06483457,,1.197094572,0.266828541,0.461774631,0.173393912,0.208893047,0.097385828,0.206780715,0.110372762,,,SN Ibc,0.327
302452,60538.309,60543.4775,60546.0643,60546.8993,60548.5251,-18.101421,-19.626116,-19.90851,-19.870384,-19.940197,-7.776710035,-0.101393545,-7.1960628,0.53190526,-4.0846529,0.73919776,-0.6559349,0.68940719,0.96210203,0.0115062,3.011136637,0.37531908,0.46562121,0.77491956,2.23181164,5.053359394,0.02009217,0.02144408,0.02986817,0.08415199,2.048422372,0.402890494,0.59430788,0.21252966,0.26751708,0.12281898,0.25092508,0.12796581,0.49168275,0.31224528,SN Ia,0.692
141300,,59765.3035,59768.53729,59769.78693,,,-19.673422,-20.189701,-20.093095,,,,-8.723240044,0.570022031,-6.627025477,1.019776875,-1.921845458,1.181926936,,,,0.785762421,1.032949673,4.341305258,,,2.684173116,0.031789817,0.056523226,,,,0.9730833,0.315171665,0.357392063,0.164749224,0.34094141,0.174306252,,,SN Ia,0.923
10886,,59753.06216,59755.7603,59760.64151,,,-19.107204,-19.757358,-19.609998,,,,-7.783191224,0.531363752,-4.979183928,0.868195155,-1.129740415,0.871070066,,,,0.693259728,0,1.860904507,,,1.256050032,0.032297717,0.053875702,,,,0.825954656,0.277533523,0.316088435,0.150201644,0.301512241,0.153421138,,,SN Ia,0.774
332766,,60322.309,60310.591,60301.5176,,,-19.114222,-20.085468,-20.254121,,,,-6.9349699,0.54902732,-3.9836486,0.78803596,-0.6486294,0.67388067,,,,0,0,12.8505165,,,0.05179634,0.05346804,0.45020931,,,,0.65042586,0.23266637,0.2742187,0.13942912,0.2773601,0.13978974,,,SN Ia,0.674
257397,60597.01776,60602.6795,,,,-18.477288,-18.302192,,,,-7.740868291,-0.092669371,-7.0900539,0.49076307,,,,,,,2.856004309,2.47967897,,,,8.596556989,0.09223278,,,,2.008931664,0.396598353,0.72720705,0.25023442,,,,,,,SN II,0.677
148297,,,,59890.0508,,,,,-20.86162,,,,,,,,-4.048526081,2.013220366,,,,,,0,,,,,0.094851438,,,,,,,,0.436407657,0.226478242,,,SN Ia,1.322
342695,59868.57855,59876.7534,59880.08745,,,-19.191555,-19.133432,-19.240204,,,-8.138140772,-0.251339577,-8.956179,0.48440347,-6.925135165,1.057074899,,,,,3.766032673,1.32884707,0.80367115,,,6.260640914,0.05015019,3.028102631,,,2.781624377,0.51629472,0.97549485,0.31068627,0.371464602,0.182335433,,,,,SN II,0.951
135809,60271.36065,60272.2389,60275.7491,60276.3543,,-16.930253,-17.572403,-17.69948,-17.694548,,-6.801312371,0.069135396,-4.177819889,0.542079271,-0.741485859,0.496412043,0.828000592,0.066080789,,,2.1221923,0,1.052354156,1.361531617,,5.206041036,0.037707012,0.043376713,0.057130833,,1.340466706,0.289496395,0.505872732,0.187263997,0.227838796,0.10787248,0.221511004,0.116329326,,,SN II,0.398
250769,59813.47213,59819.1141,59824.2375,59825.2105,59825.27017,-18.756806,-19.728892,-20.476762,-20.521862,-20.384391,-8.137307898,-0.253890045,-9.4143569,0.32659132,-6.8563018,1.17414778,-2.4768551,1.14413266,0.005169231,0.400658545,3.905091932,0.71500922,0.4975173,0.79575951,2.308208713,6.79763161,0.03500208,0.02672085,0.0315441,0.560790204,2.794076592,0.518117716,0.94312985,0.29182687,0.3537931,0.1625464,0.32177833,0.16421497,0.658086401,0.401794903,SN Ia,0.955
90612,59915.81374,59918.6906,59921.89544,59922.93444,59919.95094,-17.706627,-19.346738,-19.534155,-19.601214,-19.579625,-7.367288233,-0.016668908,-5.060118709,0.88505706,-2.331200654,0.716946631,0.125575529,0.478454903,1.593404606,-0.163305674,2.549054381,0,0.424528397,0.568322719,1.578264892,6.302146735,0.019788024,0.016517553,0.019902212,0.054014353,1.677717186,0.343566957,0.569921379,0.189076326,0.258257826,0.118673252,0.248938154,0.125556926,0.440408928,0.262877527,SN Ia,0.546
19742,60609.74675,60611.97471,60614.20439,60612.05404,60609.87617,-18.661398,-19.354815,-19.381424,-19.179903,-18.876413,-5.658477272,0.292184875,-3.736277983,0.579265748,-0.174095569,0.558236861,1.145483689,0.109848676,2.439192177,-0.258323061,0.274701184,0.165148326,0.15682336,0.231523021,0.732556217,0.010757213,0.008867249,0.01020358,0.013053151,0.033338527,0.996194842,0.212487443,0.453915386,0.121959605,0.214905431,0.087745639,0.210049045,0.096850772,0.353905514,0.196555066,SN Ia,0.354
35209,,59901.39428,59905.15932,59902.79442,,,-18.346808,-19.719226,-20.109654,,,,-9.432372148,0.608440457,-8.278647234,1.177787897,-2.957394851,1.301793408,,,,0.881529084,1.512201442,2.036045823,,,5.311141733,0.057501832,0.051677144,,,,1.131868274,0.354074279,0.403996128,0.194725144,0.373697163,0.185302487,,,SN Ia,1.071
212769,,59984.68125,59988.5682,59992.98431,,,-18.516788,-19.776214,-20.432274,,,,-9.563462869,0.617299803,-8.6430785,1.21631976,-2.86520228,1.579043722,,,,0.90395239,2.19924058,1.033349792,,,7.415170787,0.07257195,2.175729226,,,,1.170143959,0.36317266,0.41696016,0.20315697,0.389855485,0.198357245,,,SN Ia,1.105
266926,60606.3775,60615.3253,60619.8114,60619.1394,,-18.415275,-18.488109,-18.594958,-18.603477,,-7.8322762,-0.0997005,-3.9658542,0.64533355,-2.0578027,0.85165756,0.44142622,0.45813865,,,1.15501337,0.54497517,0.66779244,1.05141856,,0.0313787,0.02721137,0.03461221,0.04837822,,1.55226188,0.33279254,0.50253351,0.19553439,0.25370233,0.12209962,0.2452946,0.12915648,,,SN II,0.558
93478,,59846.99245,59850.49575,59855.80502,,,-18.404127,-19.6329,-19.821751,,,,-9.111405406,0.589482124,-7.498236687,1.055823838,-2.302071404,1.357382872,,,,0.833907727,1.180323507,3.495896302,,,3.505284815,0.049458371,0.100870157,,,,1.051931191,0.334734793,0.38353786,0.185163924,0.360810315,0.183931094,,,SN Ia,0.998
116165,,59933.69354,59936.3204,59946.88682,59936.26506,,-20.044346,-20.433592,-19.763697,-20.301019,,,-7.63986953,0.526047443,-4.735520636,0.895728393,-1.009727046,0.76673592,0.777338441,0.110717271,,0.681361404,4.175102517,4.025940855,1.948685518,,9.253628582,0.191500153,0.11529466,2.258872308,,,0.807207608,0.272658874,0.314062495,0.148818927,0.286066957,0.149718939,0.547797512,0.33419826,SN Ia,0.754
124011,,,60206.58826,60211.0572,,,,-19.441641,-20.221779,,,,,,-8.726585091,1.232038008,-2.968883081,1.504336727,,,,,1.039318186,2.578195193,,,,5.627638957,0.058545992,,,,,,0.420125711,0.207066278,0.391199421,0.1960594,,,SN Ia,1.113
166820,59875.58833,59884.33256,59888.2878,59892.82862,,-19.184546,-19.369029,-20.171887,-20.642357,,-8.113958749,-0.351929211,-9.631771044,0.622214113,-8.8857524,1.18123637,-2.963619857,1.620307948,,,4.500926758,0.916516182,1.2117372,1.047542797,,7.577245559,3.625429859,0.04051419,1.360971273,,3.323550787,0.595420766,1.191801128,0.36827574,0.42204497,0.20227948,0.395084629,0.200931776,,,SN Ia,1.124
81214,,60004.78581,60007.88832,60010.49942,60008.44331,,-19.361491,-19.924395,-19.791802,-19.892336,,,-8.903225073,0.264401691,-5.947850105,0.951135762,-1.668467983,1.03378205,0.398050773,0.278533027,,0.983926797,1.424911259,2.929120404,2.151852244,,0.048586071,0.046649766,0.072551115,0.845524471,,,0.875414175,0.275481278,0.342562279,0.165626122,0.318450328,0.164091331,0.604783587,0.369679863,SN Ia,0.862
93080,59766.16398,59767.6111,59771.8452,59774.25258,59770.57406,-18.096767,-18.925074,-18.814853,-18.825564,-18.809129,-7.247114166,0.003612204,-2.332721339,0.293726034,-0.930049799,0.630682069,0.594637951,0.360529837,1.715251833,-0.233742472,2.443137304,1.268516405,0,1.198781087,1.523009398,4.831584363,0.02164044,0.028719519,0.040645263,1.024500702,1.593992678,0.330107621,0.366760407,0.201527105,0.207217535,0.116033567,0.229322603,0.123376712,0.425007457,0.258540016,SN II,0.511
328506,60229.50988,60233.9604,60235.9586,60237.59,60236.3804,-18.695167,-19.707788,-19.662727,-19.668743,-19.478593,-7.469621495,-0.035251919,-7.1377922,0.15030792,-2.9969797,0.60291982,-0.3660437,0.42616216,1.40765818,-0.1570636,2.646870282,0.23698944,0.37162133,0.66054874,1.47336,5.263273701,0.01432929,0.01566625,0.02228105,0.06118977,1.756072606,0.356160358,0.51303844,0.21551799,0.24940794,0.12407426,0.19831902,0.1242703,0.4457912,0.27289194,SN Ia,0.578
139158,60558.27467,60562.97147,60562.00925,60564.54699,60559.88116,-16.845582,-17.136054,-17.528194,-17.693796,-17.979402,-6.542112243,0.102220462,-3.743375451,0.427638198,-0.074238648,0.385941783,1.024099214,-0.06489619,2.367225725,-0.475738569,1.9760591,3.200842551,5.841889266,3.363295101,1.274561149,20.9642431,0.13782341,0.217359747,0.122979895,6.65259229,1.224242677,0.271088253,0.480563964,0.184822738,0.203956743,0.099550635,0.195098665,0.108606462,0.353585111,0.213900099,CaRT,0.341
164159,,60509.95129,60512.11632,60513.0581,,,-19.102161,-19.172365,-19.312037,,,,-6.156579705,0.478769552,-2.725311677,0.648193793,0.09576722,0.38992095,,,,0.898354572,0.667513879,0,,,1.460178696,0.452598577,0.04398358,,,,0.648753937,0.230532982,0.267190067,0.12902366,0.23509753,0.12422365,,,SN Ia,0.573
279135,,60658.39284,60663.07739,60667.7296,,,-18.692186,-19.486993,-20.210572,,,,-9.689635146,0.626657358,-9.037930552,1.262283538,-3.0555668,1.65079322,,,,1.433028326,1.0602629,3.61643823,,,9.8867431,7.91860313,0.06240792,,,,1.21138321,0.37286175,0.42869161,0.211409834,0.39975557,0.20312185,,,SN Ia,1.141
101370,60010.9079,60019.9729,60021.18824,60020.20936,60010.9079,-16.991662,-17.273089,-18.391207,-18.093601,-18.520965,-2.666358556,0.115918407,1.603942134,0.883700453,0.729048897,0.373115749,1.435983161,-0.1508912,3.648180283,-0.91871292,5.544987492,0,0.526995933,2.89E-05,0,0.278728909,0.026123195,0.190015519,0.031392303,0.072942013,0.646162093,0.246834517,0.290049887,0.161339216,0.191880314,0.098137901,0.171801646,0.104903468,0.3069888,0.178557969,SN II,0.295
151556,59894.9121,59909.7171,59909.7171,59914.19982,,-19.746239,-19.69242,-19.999291,-19.546785,,0.589428127,-0.122739879,-3.025920464,2.147135327,-7.835567576,1.707683062,-2.916597087,1.600960255,,,0,0,0,1.040770333,,0.19224024,0.057136115,0.066982194,0.711590798,,1.935470774,0.569241601,0.92850231,0.312860292,0.409429783,0.201105855,0.392583473,0.199659424,,,TDE,1.115
42774,,60186.96392,60189.8887,60192.562,,,-19.029875,-19.732617,-19.686688,,,,-8.20837513,0.547645972,-5.584185476,0.984973127,-1.47645583,0.994901164,,,,0.73189127,0,0.83873417,,,1.652828772,0.03798578,0.336216625,,,,0.886601625,0.293239406,0.335012574,0.160493809,0.318616737,0.163509933,,,SN Ia,0.837
159214,60231.1895,60242.9285,,,,-18.456886,-18.634279,,,,2.18621912,-0.3948092,-2.8866251,0.63173356,,,,,,,1.89076041,0,,,,0.06653163,0.10153885,,,,0.91918211,0.3900418,0.57538668,0.24985668,,,,,,,TDE,0.677
335791,60607.35424,60612.1877,60611.1356,60612.1011,60609.03037,-16.325271,-17.061426,-17.368639,-17.325961,-17.527184,-6.561544822,0.099910644,-3.8087885,0.41121087,-0.1672442,0.42150352,1.08809552,-0.0647258,2.352201613,-0.469904943,1.985886534,0.54882456,0.75787787,1.0947967,1.279245487,5.569370178,0.03429374,0.03672832,0.06120219,1.629429971,1.232056386,0.272325319,0.47914791,0.17706364,0.21734701,0.10156678,0.2127247,0.11198127,0.355043206,0.214821085,SN Ibc,0.345
137730,,59941.58699,59944.52617,59943.09913,59944.90881,,-19.643367,-20.2972,-20.241583,-20.04142,,,-8.234014615,0.548683493,-5.627583237,0.966158873,-1.553599347,1.006145258,0.441855924,0.233918325,,0.734366963,1.748733399,5.185955447,2.112737447,,4.756315487,0.060118823,0.14996531,1.005680385,,,0.890524416,0.294245478,0.33484647,0.165149239,0.312635974,0.16071308,0.594793645,0.363094576,SN Ia,0.841
166253,,,59905.2459,59899.4368,,,,-19.384193,-19.963823,,,,,,-8.5979274,1.16229505,-2.8395326,1.55363985,,,,,3.2534256,7.00153611,,,,0.12059448,0.18666697,,,,,,0.41379375,0.20292956,0.38624433,0.19672262,,,SN Ia,1.096
254256,,,59650.67745,59655.7089,,,,-20.294795,-20.571018,,,,,,-9.682882113,1.324920493,-3.446474,1.72223453,,,,,1.103925746,4.9253234,,,,12.86320685,0.09294425,,,,,,0.446555014,0.220460346,0.41403888,0.20932934,,,SN Ia,1.199
135865,60187.21451,60183.38608,60195.63608,60197.77112,,-17.971096,-19.195019,-19.044181,-18.953555,,-7.899553311,-0.13500448,-7.560839076,0.545119685,-4.591198305,0.920748655,-1.033758217,0.815329476,,,3.203650602,1.29474304,0,0.77758713,,7.292659172,0.048959068,0.053762654,0.284965847,,2.204380785,0.427565779,0.790482564,0.268506049,0.310275962,0.148381534,0.296760697,0.152450075,,,SN II,0.75
187396,,60004.622,60008.7703,60012.23724,,,-19.476199,-20.175626,-20.388779,,,,-9.6722494,0.12223921,-7.0527375,0.99758082,-2.113246342,1.262823891,,,,1.136461,1.37268312,0.926889401,,,0.05385191,0.04343905,1.032078833,,,,0.99526895,0.30477858,0.36693189,0.17883036,0.350672402,0.179163884,,,SN Ia,0.96
80000,59930.0917,59933.14424,59935.74494,59937.41734,59937.74854,-19.186101,-20.097369,-20.390745,-20.195459,-20.280624,-9.571655629,-0.352842631,-7.408408393,0.575048155,-4.494980192,0.901994449,-0.944642602,0.799201579,0.832692309,0.062081384,0.509101115,0.26924973,0.309501753,0.609896603,1.244542168,0.016957649,0.00946705,0.010311585,0.017373669,0.040306226,1.926475774,0.375755457,0.741260111,0.193469003,0.306543821,0.131847041,0.292693456,0.144569025,0.537388464,0.315007689,SN Ia,0.737
203336,,59842.6872,59845.1095,59844.3332,,,-18.333026,-18.659448,-19.037876,,,,-7.208668197,0.511211638,-3.9898639,0.83467268,-0.1289988,0.70326886,,,,0.647700913,1.82901954,0,,,4.680407809,0.06510188,0.06078047,,,,0.755096613,0.258936164,0.29725553,0.14442644,0.26478592,0.14206927,,,SN II,0.697
110787,60596.59471,60599.41999,60600.93989,60598.25184,60595.01204,-19.272571,-19.483985,-19.406618,-19.37201,-18.945573,-8.89435562,-0.081111407,-4.859047497,0.205252114,-0.072607353,0.170965075,1.265637487,-0.105066063,2.74696087,-0.393052793,0.190392712,0.111374582,0.126541036,0.190258187,0.939070899,0.011582679,0.007241411,0.006389915,0.008811904,0.028066302,0.78565577,0.231526035,0.336581948,0.131527854,0.175940069,0.075860017,0.167678767,0.092940335,0.290454452,0.193306511,SN Ia,0.319
237617,59657.7319,59660.731,59664.1763,59663.935,59658.487,-19.789052,-20.207298,-20.05324,-19.926194,-19.550576,-6.6731766,0.19164587,-3.5516941,0.87779427,-0.6143018,0.62700407,1.0625833,0.24734718,2.05611484,-0.0890139,0.23909889,0.26726161,0.46628241,0.67961799,0.79931282,0.0129344,0.00627975,0.00920331,0.01388504,0.03844682,0.58113249,0.20332808,0.27464944,0.12169711,0.17757547,0.09439845,0.17312632,0.10534469,0.29393377,0.20132901,SN Ia,0.415
297219,,59911.8009,59914.5905,59915.3946,59913.61084,,-18.868324,-19.246789,-19.333366,-19.132452,,,-6.0574919,0.533615,-2.6722915,0.66895515,-0.0170558,0.49493938,1.485526245,-0.15086509,,0.44853386,0.65597063,0.96543742,1.619962433,,0.03604185,0.02859333,0.03401073,0.765134137,,,0.5988499,0.19694253,0.26220387,0.11871132,0.25276428,0.1256317,0.453621645,0.27584905,SN Ia,0.57
102811,,,,59841.03431,,,,,-19.954125,,,,,,,,-3.092200995,1.631066358,,,,,,5.699575986,,,,,0.075750472,,,,,,,,0.400202126,0.202156918,,,SN Ia,1.144
148452,59904.89308,59907.93421,59909.64667,59909.69694,59907.56551,-18.992434,-19.797481,-19.620349,-19.651722,-19.5346,-7.466091471,-0.527136294,-5.046184881,0.753114627,-0.895279889,0.611695305,0.291041782,0.07163116,1.795367913,-0.490143452,0.22217642,0.152239936,0.245604137,0.307801392,0.656951962,0.020324195,0.010528646,0.011934236,0.015649779,0.038829595,0.802225009,0.248690544,0.294399019,0.124762984,0.160044912,0.080320381,0.163146428,0.092396347,0.299736471,0.208477922,SN Ia,0.453
7292,,,60268.58156,60271.40251,,,,-19.561692,-19.483753,,,,,,-5.937606888,0.950010279,-1.598604898,1.046980565,,,,,2.60993257,0.856662055,,,,0.101886156,1.794304613,,,,,,0.344852278,0.168536949,0.324898407,0.166552158,,,SN Ia,0.861
39949,,59668.42284,59671.42767,59676.00659,59676.56319,,-20.372291,-21.130555,-21.12077,-21.166297,,,-9.588381765,0.486348487,-7.826392428,1.189753473,-2.618418218,1.33385714,-0.220776373,0.733212213,,0.825468517,0.595650873,1.049095705,2.264300087,,0.035556968,0.025497389,0.028553013,0.063833546,,,1.023279629,0.310007567,0.388603938,0.177718028,0.367595834,0.174721965,0.700991462,0.40129171,SN II,1.041
290631,,59920.21445,59923.5378,59923.3566,,,-18.691302,-19.828878,-19.975504,,,,-8.858726325,0.576467585,-6.8903084,1.05600086,-2.0524132,1.23231625,,,,0.801756414,1.53326416,2.75297642,,,3.749529358,0.04070772,0.04707342,,,,0.999022759,0.321659558,0.37017266,0.18020819,0.34732719,0.17659468,,,SN Ia,0.948
96720,60544.33284,60538.76,60548.273,60547.8658,,-17.436813,-16.978261,-17.434356,-17.571527,,-6.62680178,0.091802147,-3.625510569,0.43452493,-0.123870397,0.334020905,1.032591344,-0.050810912,,,2.021064122,6.29E-05,0,0.551166834,,4.988665295,0.050543608,0.081257353,0.268990632,,1.259944923,0.276723062,0.396539743,0.183065015,0.215148646,0.102634464,0.213256271,0.113407947,,,SN II,0.359
163214,59847.16694,59848.8847,59851.9071,59853.1086,59857.0829,-16.733886,-17.752114,-18.318423,-18.678159,-18.718129,-6.932527262,0.051166011,-4.8723892,0.43554815,-1.1489882,0.48387728,0.47360712,0.19185508,1.93005747,-0.417657,2.206037009,0.52687214,0.60124014,0.7304228,3.07293404,4.734698022,0.0382927,0.02764626,0.02853833,0.09432435,1.407258804,0.30014969,0.50201246,0.18582641,0.22827125,0.10422403,0.21248491,0.10982009,0.38066804,0.23031721,SN Ibc,0.429
258776,60383.7711,60389.3289,60387.6718,60388.4722,60386.22061,-20.352639,-20.165048,-19.947926,-19.706959,-19.582126,-8.2579874,0.10617243,-6.5435625,-0.5281315,-3.4025196,-0.1183359,-0.4230808,-0.050333,1.857552629,-0.287109257,1.52713784,0.28078333,0.3705629,0.6141271,1.463703587,0.02944964,0.01263129,0.01184776,0.01859174,0.798469881,0.73459835,0.31082705,0.28296982,0.17974331,0.19212641,0.10010113,0.20479111,0.11121084,0.408414254,0.24802333,SN II,0.474
43554,,59980.14339,59981.5112,59983.59577,,,-19.176814,-20.005226,-19.834483,,,,-7.666909051,0.596728782,-4.92847429,0.928771057,-1.322147207,0.836347267,,,,0.944368584,0,1.217747995,,,0.045362731,0.027575981,0.046649999,,,,0.808715119,0.270036832,0.30887927,0.149030581,0.296422076,0.153591137,,,SN Ia,0.779
84581,60188.1858,60198.5528,60208.9198,60209.25604,,-18.573403,-17.721875,-17.525096,-17.592227,,-5.609690101,-0.022349284,-4.700988675,0.564668646,-1.60120962,0.572439659,0.384538447,0.221218277,,,3.287779969,0,0,0.615526771,,0.166719789,0.049831864,0.083793361,0.274902153,,0.766385541,0.318178112,0.505484681,0.199995383,0.242664975,0.116813231,0.236730298,0.124056161,,,SN II,0.481
119889,59787.2586,59792.15258,59797.44047,59799.117,59805.62752,-18.320379,-19.876904,-20.46426,-20.405748,-20.334496,-8.104659336,-0.224330506,-8.528256128,0.633013542,-6.244204211,1.123690275,-2.115842587,0.97427558,0.200886119,0.32009665,3.727440278,0.671719726,0.751880001,1.352286489,3.709659426,8.318473347,0.037589051,0.027627463,0.034478331,0.070095401,2.642110679,0.495194337,0.878478778,0.2681852,0.346085757,0.154911326,0.318016552,0.160489485,0.629267318,0.381956826,SN Ia,0.904
